iButton_Temp,Time_Date,Object,Size,Location,id,Month,Season
44.5,7/28/20 4:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
44,7/28/20 5:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
44,7/28/20 6:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
42.5,7/28/20 7:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
41.5,7/28/20 8:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
39,7/28/20 9:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
38,7/28/20 10:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
37.5,7/28/20 11:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
36.5,7/29/20 12:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
36,7/29/20 1:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
36,7/29/20 2:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
35.5,7/29/20 3:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
34.5,7/29/20 4:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
34.5,7/29/20 5:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
34,7/29/20 6:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
35.5,7/29/20 7:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
35.5,7/29/20 8:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
36.5,7/29/20 9:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
37.5,7/29/20 10:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
38.5,7/29/20 11:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
40,7/29/20 12:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
41,7/29/20 1:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
43.5,7/29/20 2:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
45,7/29/20 3:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
45.5,7/29/20 4:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
44.5,7/29/20 5:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
43.5,7/29/20 6:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
43.5,7/29/20 7:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
41.5,7/29/20 8:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
40.5,7/29/20 9:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
38.5,7/29/20 10:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
38,7/29/20 11:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
37,7/30/20 12:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
36,7/30/20 1:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
37,7/30/20 2:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
36.5,7/30/20 3:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
35.5,7/30/20 4:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
34.5,7/30/20 5:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
35,7/30/20 6:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
36,7/30/20 7:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
36,7/30/20 8:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
36.5,7/30/20 9:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
37.5,7/30/20 10:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
38.5,7/30/20 11:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
40.5,7/30/20 12:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
41.5,7/30/20 1:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
43.5,7/30/20 2:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
45.5,7/30/20 3:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
46.5,7/30/20 4:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
45.5,7/30/20 5:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
44,7/30/20 6:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
43.5,7/30/20 7:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
42.5,7/30/20 8:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
41,7/30/20 9:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
38.5,7/30/20 10:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
37,7/30/20 11:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
36.5,7/31/20 12:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
35.5,7/31/20 1:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
34.5,7/31/20 2:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
33.5,7/31/20 3:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
33.5,7/31/20 4:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
35,7/31/20 5:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
34.5,7/31/20 6:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
34.5,7/31/20 7:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
35,7/31/20 8:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
35.5,7/31/20 9:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
36.5,7/31/20 10:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
38,7/31/20 11:32:00 AM,Rock,Medium,Mishmar,1,7,Summer
39,7/31/20 12:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
40.5,7/31/20 1:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
42.5,7/31/20 2:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
45,7/31/20 3:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
45,7/31/20 4:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
44,7/31/20 5:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
43,7/31/20 6:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
42,7/31/20 7:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
41,7/31/20 8:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
40.5,7/31/20 9:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
37.5,7/31/20 10:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
37,7/31/20 11:32:00 PM,Rock,Medium,Mishmar,1,7,Summer
34.5,07/01/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/01/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/01/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/01/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/01/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/01/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/01/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/01/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/01/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/01/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/01/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/01/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/01/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/01/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/01/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/01/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/01/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/01/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/01/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/01/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/01/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/01/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/01/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/01/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/02/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/02/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
31,07/02/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
31,07/02/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/02/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/02/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/02/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/02/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/02/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/02/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/02/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/02/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/02/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/02/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/02/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/02/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/02/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/02/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/02/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/02/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/02/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/02/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/02/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/02/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/03/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/03/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/03/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/03/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/03/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/03/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/03/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/03/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/03/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/03/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/03/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/03/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/03/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/03/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/03/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/03/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/03/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/03/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/03/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/03/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/03/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/03/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/03/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/03/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/04/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/04/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/04/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/04/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/04/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/04/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/04/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/04/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/04/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/04/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/04/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/04/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/04/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/04/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/04/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/04/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
40,07/04/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
40,07/04/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/04/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/04/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/04/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/04/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/04/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/04/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/05/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/05/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/05/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/05/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/05/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/05/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/05/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/05/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/05/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/05/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/05/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/05/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/05/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/05/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
40,07/05/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
40,07/05/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
40.5,07/05/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
40,07/05/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/05/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/05/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/05/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/05/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/05/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/05/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/06/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/06/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/06/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/06/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/06/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/06/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/06/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/06/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/06/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/06/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/06/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/06/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/06/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/06/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/06/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/06/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/06/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/06/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/06/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/06/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/06/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/06/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/06/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/06/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/07/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/07/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/07/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/07/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/07/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/07/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/07/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/07/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/07/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/07/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/07/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/07/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/07/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/07/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/07/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/07/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/07/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/07/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/07/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/07/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/07/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/07/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/07/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/07/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/08/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/08/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/08/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
31.5,07/08/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/08/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/08/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/08/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/08/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/08/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/08/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/08/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/08/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/08/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/08/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/08/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/08/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/08/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/08/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/08/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/08/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/08/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/08/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/08/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/08/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/09/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/09/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/09/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
31.5,07/09/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
31.5,07/09/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
31,07/09/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/09/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/09/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/09/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/09/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/09/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/09/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/09/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/09/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/09/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/09/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/09/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/09/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/09/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/09/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/09/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/09/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/09/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/09/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/10/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/10/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
31.5,07/10/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
31,07/10/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
31,07/10/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
30.5,07/10/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
30.5,07/10/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/10/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/10/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/10/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/10/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/10/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/10/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/10/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/10/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/10/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/10/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/10/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/10/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/10/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/10/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/10/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/10/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/10/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/11/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/11/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
32.5,07/11/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/11/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
31.5,07/11/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
32,07/11/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
33,07/11/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/11/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/11/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/11/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/11/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/11/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/11/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/11/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/11/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/11/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/11/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/11/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/11/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/11/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/11/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
36.5,07/11/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/11/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/11/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/12/2020 0:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/12/2020 1:45,Rock,Medium,Tzeelim,1,7,Summer
35,07/12/2020 2:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/12/2020 3:45,Rock,Medium,Tzeelim,1,7,Summer
34,07/12/2020 4:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/12/2020 5:45,Rock,Medium,Tzeelim,1,7,Summer
33.5,07/12/2020 6:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/12/2020 7:45,Rock,Medium,Tzeelim,1,7,Summer
35.5,07/12/2020 8:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/12/2020 9:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/12/2020 10:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/12/2020 11:45,Rock,Medium,Tzeelim,1,7,Summer
38,07/12/2020 12:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/12/2020 13:45,Rock,Medium,Tzeelim,1,7,Summer
39,07/12/2020 14:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/12/2020 15:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/12/2020 16:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/12/2020 17:45,Rock,Medium,Tzeelim,1,7,Summer
39.5,07/12/2020 18:45,Rock,Medium,Tzeelim,1,7,Summer
38.5,07/12/2020 19:45,Rock,Medium,Tzeelim,1,7,Summer
37.5,07/12/2020 20:45,Rock,Medium,Tzeelim,1,7,Summer
37,07/12/2020 21:45,Rock,Medium,Tzeelim,1,7,Summer
36,07/12/2020 22:45,Rock,Medium,Tzeelim,1,7,Summer
34.5,07/12/2020 23:45,Rock,Medium,Tzeelim,1,7,Summer
34,7/13/20 12:45:00 AM,Rock,Medium,Tzeelim,1,7,Summer
34.5,7/13/20 1:45:00 AM,Rock,Medium,Tzeelim,1,7,Summer
